split,track,stem,start_sec,end_sec,rms_dbfs,active_frame_ratio
test,Ben Carrigan - We'll Talk About It All Tonight,other,90.000,100.000,-25.135,1.000000
test,Ben Carrigan - We'll Talk About It All Tonight,mixture,100.000,110.000,-22.394,1.000000
test,Ben Carrigan - We'll Talk About It All Tonight,vocals,100.000,110.000,-37.139,0.425000
test,Ben Carrigan - We'll Talk About It All Tonight,drums,100.000,110.000,-240.000,0.000000
test,Ben Carrigan - We'll Talk About It All Tonight,bass,100.000,110.000,-26.925,0.990000
test,Ben Carrigan - We'll Talk About It All Tonight,other,100.000,110.000,-24.642,1.000000
test,Ben Carrigan - We'll Talk About It All Tonight,mixture,110.000,120.000,-22.504,1.000000
test,Ben Carrigan - We'll Talk About It All Tonight,vocals,110.000,120.000,-26.386,0.950000
test,Ben Carrigan - We'll Talk About It All Tonight,drums,110.000,120.000,-38.121,0.080000
test,Ben Carrigan - We'll Talk About It All Tonight,bass,110.000,120.000,-28.892,0.590000
test,Ben Carrigan - We'll Talk About It All Tonight,other,110.000,120.000,-27.032,1.000000
test,Ben Carrigan - We'll Talk About It All Tonight,mixture,120.000,130.000,-27.749,1.000000
test,Ben Carrigan - We'll Talk About It All Tonight,vocals,120.000,130.000,-28.408,0.880000
test,Ben Carrigan - We'll Talk About It All Tonight,drums,120.000,130.000,-240.000,0.000000
test,Ben Carrigan - We'll Talk About It All Tonight,bass,120.000,130.000,-240.000,0.000000
test,Ben Carrigan - We'll Talk About It All Tonight,other,120.000,130.000,-36.366,1.000000
test,Ben Carrigan - We'll Talk About It All Tonight,mixture,130.000,140.000,-25.027,1.000000
test,Ben Carrigan - We'll Talk About It All Tonight,vocals,130.000,140.000,-27.480,0.940000
test,Ben Carrigan - We'll Talk About It All Tonight,drums,130.000,140.000,-240.000,0.000000
test,Ben Carrigan - We'll Talk About It All Tonight,bass,130.000,140.000,-240.000,0.000000
test,Ben Carrigan - We'll Talk About It All Tonight,other,130.000,140.000,-28.738,1.000000
test,Ben Carrigan - We'll Talk About It All Tonight,mixture,140.000,150.000,-21.321,1.000000
test,Ben Carrigan - We'll Talk About It All Tonight,vocals,140.000,150.000,-26.125,0.880000
test,Ben Carrigan - We'll Talk About It All Tonight,drums,140.000,150.000,-27.030,0.335000
test,Ben Carrigan - We'll Talk About It All Tonight,bass,140.000,150.000,-32.070,0.165000
test,Ben Carrigan - We'll Talk About It All Tonight,other,140.000,150.000,-26.490,1.000000
test,Ben Carrigan - We'll Talk About It All Tonight,mixture,150.000,160.000,-18.211,1.000000
test,Ben Carrigan - We'll Talk About It All Tonight,vocals,150.000,160.000,-25.857,0.790000
test,Ben Carrigan - We'll Talk About It All Tonight,drums,150.000,160.000,-22.752,1.000000
test,Ben Carrigan - We'll Talk About It All Tonight,bass,150.000,160.000,-24.293,1.000000
test,Ben Carrigan - We'll Talk About It All Tonight,other,150.000,160.000,-24.317,1.000000
test,Ben Carrigan - We'll Talk About It All Tonight,mixture,160.000,170.000,-18.076,1.000000
test,Ben Carrigan - We'll Talk About It All Tonight,vocals,160.000,170.000,-26.553,0.790000
test,Ben Carrigan - We'll Talk About It All Tonight,drums,160.000,170.000,-22.479,1.000000
test,Ben Carrigan - We'll Talk About It All Tonight,bass,160.000,170.000,-24.294,1.000000
test,Ben Carrigan - We'll Talk About It All Tonight,other,160.000,170.000,-24.008,1.000000
test,Ben Carrigan - We'll Talk About It All Tonight,mixture,170.000,180.000,-18.026,1.000000
test,Ben Carrigan - We'll Talk About It All Tonight,vocals,170.000,180.000,-26.508,0.805000
test,Ben Carrigan - We'll Talk About It All Tonight,drums,170.000,180.000,-22.421,1.000000
test,Ben Carrigan - We'll Talk About It All Tonight,bass,170.000,180.000,-25.666,1.000000
test,Ben Carrigan - We'll Talk About It All Tonight,other,170.000,180.000,-23.113,1.000000
test,Ben Carrigan - We'll Talk About It All Tonight,mixture,180.000,190.000,-17.970,1.000000
test,Ben Carrigan - We'll Talk About It All Tonight,vocals,180.000,190.000,-27.283,0.770000
test,Ben Carrigan - We'll Talk About It All Tonight,drums,180.000,190.000,-22.272,1.000000
test,Ben Carrigan - We'll Talk About It All Tonight,bass,180.000,190.000,-25.208,1.000000
test,Ben Carrigan - We'll Talk About It All Tonight,other,180.000,190.000,-22.950,1.000000
test,Ben Carrigan - We'll Talk About It All Tonight,mixture,190.000,200.000,-18.572,1.000000
test,Ben Carrigan - We'll Talk About It All Tonight,vocals,190.000,200.000,-26.735,0.830000
test,Ben Carrigan - We'll Talk About It All Tonight,drums,190.000,200.000,-23.186,0.945000
test,Ben Carrigan - We'll Talk About It All Tonight,bass,190.000,200.000,-27.258,0.815000
test,Ben Carrigan - We'll Talk About It All Tonight,other,190.000,200.000,-23.105,1.000000
test,Ben Carrigan - We'll Talk About It All Tonight,mixture,200.000,210.000,-39.364,0.765000
test,Ben Carrigan - We'll Talk About It All Tonight,vocals,200.000,210.000,-240.000,0.000000
test,Ben Carrigan - We'll Talk About It All Tonight,drums,200.000,210.000,-69.606,0.000000
test,Ben Carrigan - We'll Talk About It All Tonight,bass,200.000,210.000,-240.000,0.000000
test,Ben Carrigan - We'll Talk About It All Tonight,other,200.000,210.000,-39.369,0.745000
test,Ben Carrigan - We'll Talk About It All Tonight,mixture,210.000,220.000,-39.759,0.815000
test,Ben Carrigan - We'll Talk About It All Tonight,vocals,210.000,220.000,-240.000,0.000000
test,Ben Carrigan - We'll Talk About It All Tonight,drums,210.000,220.000,-240.000,0.000000
test,Ben Carrigan - We'll Talk About It All Tonight,bass,210.000,220.000,-240.000,0.000000
test,Ben Carrigan - We'll Talk About It All Tonight,other,210.000,220.000,-39.759,0.815000
test,Ben Carrigan - We'll Talk About It All Tonight,mixture,220.000,230.000,-42.609,0.705000
test,Ben Carrigan - We'll Talk About It All Tonight,vocals,220.000,230.000,-240.000,0.000000
test,Ben Carrigan - We'll Talk About It All Tonight,drums,220.000,230.000,-240.000,0.000000
test,Ben Carrigan - We'll Talk About It All Tonight,bass,220.000,230.000,-240.000,0.000000
test,Ben Carrigan - We'll Talk About It All Tonight,other,220.000,230.000,-42.609,0.705000
test,Ben Carrigan - We'll Talk About It All Tonight,mixture,230.000,240.000,-52.433,0.100000
test,Ben Carrigan - We'll Talk About It All Tonight,vocals,230.000,240.000,-240.000,0.000000
test,Ben Carrigan - We'll Talk About It All Tonight,drums,230.000,240.000,-240.000,0.000000
test,Ben Carrigan - We'll Talk About It All Tonight,bass,230.000,240.000,-240.000,0.000000
test,Ben Carrigan - We'll Talk About It All Tonight,other,230.000,240.000,-52.433,0.100000
test,Ben Carrigan - We'll Talk About It All Tonight,mixture,240.000,250.000,-240.000,0.000000
test,Ben Carrigan - We'll Talk About It All Tonight,vocals,240.000,250.000,-240.000,0.000000
test,Ben Carrigan - We'll Talk About It All Tonight,drums,240.000,250.000,-240.000,0.000000
test,Ben Carrigan - We'll Talk About It All Tonight,bass,240.000,250.000,-240.000,0.000000
test,Ben Carrigan - We'll Talk About It All Tonight,other,240.000,250.000,-240.000,0.000000
test,Lyndsey Ollard - Catching Up,mixture,0.000,10.000,-38.054,0.875000
test,Lyndsey Ollard - Catching Up,vocals,0.000,10.000,-71.922,0.000000
test,Lyndsey Ollard - Catching Up,drums,0.000,10.000,-240.000,0.000000
test,Lyndsey Ollard - Catching Up,bass,0.000,10.000,-240.000,0.000000
test,Lyndsey Ollard - Catching Up,other,0.000,10.000,-38.056,0.875000
test,Lyndsey Ollard - Catching Up,mixture,10.000,20.000,-31.429,1.000000
test,Lyndsey Ollard - Catching Up,vocals,10.000,20.000,-33.678,0.395000
test,Lyndsey Ollard - Catching Up,drums,10.000,20.000,-74.981,0.000000
test,Lyndsey Ollard - Catching Up,bass,10.000,20.000,-240.000,0.000000
test,Lyndsey Ollard - Catching Up,other,10.000,20.000,-35.325,1.000000
test,Lyndsey Ollard - Catching Up,mixture,20.000,30.000,-26.564,1.000000
test,Lyndsey Ollard - Catching Up,vocals,20.000,30.000,-27.338,0.635000
test,Lyndsey Ollard - Catching Up,drums,20.000,30.000,-73.651,0.000000
test,Lyndsey Ollard - Catching Up,bass,20.000,30.000,-240.000,0.000000
test,Lyndsey Ollard - Catching Up,other,20.000,30.000,-34.541,1.000000
test,Lyndsey Ollard - Catching Up,mixture,30.000,40.000,-29.767,1.000000
test,Lyndsey Ollard - Catching Up,vocals,30.000,40.000,-31.700,0.465000
test,Lyndsey Ollard - Catching Up,drums,30.000,40.000,-66.460,0.000000
test,Lyndsey Ollard - Catching Up,bass,30.000,40.000,-48.894,0.095000
test,Lyndsey Ollard - Catching Up,other,30.000,40.000,-34.367,1.000000
test,Lyndsey Ollard - Catching Up,mixture,40.000,50.000,-26.366,1.000000
test,Lyndsey Ollard - Catching Up,vocals,40.000,50.000,-27.469,0.710000
test,Lyndsey Ollard - Catching Up,drums,40.000,50.000,-71.295,0.000000
test,Lyndsey Ollard - Catching Up,bass,40.000,50.000,-41.346,0.805000
test,Lyndsey Ollard - Catching Up,other,40.000,50.000,-33.448,1.000000
test,Lyndsey Ollard - Catching Up,mixture,50.000,60.000,-26.708,1.000000
test,Lyndsey Ollard - Catching Up,vocals,50.000,60.000,-27.894,0.605000
test,Lyndsey Ollard - Catching Up,drums,50.000,60.000,-70.310,0.000000
test,Lyndsey Ollard - Catching Up,bass,50.000,60.000,-42.029,0.805000
test,Lyndsey Ollard - Catching Up,other,50.000,60.000,-33.782,1.000000
test,Lyndsey Ollard - Catching Up,mixture,60.000,70.000,-25.618,1.000000
test,Lyndsey Ollard - Catching Up,vocals,60.000,70.000,-28.913,0.810000
test,Lyndsey Ollard - Catching Up,drums,60.000,70.000,-32.625,0.540000
test,Lyndsey Ollard - Catching Up,bass,60.000,70.000,-36.763,0.585000
test,Lyndsey Ollard - Catching Up,other,60.000,70.000,-31.861,0.985000
test,Lyndsey Ollard - Catching Up,mixture,70.000,80.000,-22.662,1.000000
test,Lyndsey Ollard - Catching Up,vocals,70.000,80.000,-25.210,0.660000
test,Lyndsey Ollard - Catching Up,drums,70.000,80.000,-30.323,1.000000
test,Lyndsey Ollard - Catching Up,bass,70.000,80.000,-34.940,0.790000
test,Lyndsey Ollard - Catching Up,other,70.000,80.000,-29.626,1.000000
test,Lyndsey Ollard - Catching Up,mixture,80.000,90.000,-23.398,1.000000
test,Lyndsey Ollard - Catching Up,vocals,80.000,90.000,-27.847,0.650000
test,Lyndsey Ollard - Catching Up,drums,80.000,90.000,-29.614,0.950000
test,Lyndsey Ollard - Catching Up,bass,80.000,90.000,-35.067,0.830000
test,Lyndsey Ollard - Catching Up,other,80.000,90.000,-28.607,1.000000
test,Lyndsey Ollard - Catching Up,mixture,90.000,100.000,-24.235,1.000000
test,Lyndsey Ollard - Catching Up,vocals,90.000,100.000,-28.028,0.740000
test,Lyndsey Ollard - Catching Up,drums,90.000,100.000,-31.804,0.905000
test,Lyndsey Ollard - Catching Up,bass,90.000,100.000,-38.787,0.885000
test,Lyndsey Ollard - Catching Up,other,90.000,100.000,-28.449,1.000000
test,Lyndsey Ollard - Catching Up,mixture,100.000,110.000,-21.641,1.000000
test,Lyndsey Ollard - Catching Up,vocals,100.000,110.000,-23.487,0.690000
test,Lyndsey Ollard - Catching Up,drums,100.000,110.000,-31.708,0.960000
test,Lyndsey Ollard - Catching Up,bass,100.000,110.000,-40.798,0.870000
test,Lyndsey Ollard - Catching Up,other,100.000,110.000,-27.951,1.000000
test,Lyndsey Ollard - Catching Up,mixture,110.000,120.000,-24.786,1.000000
test,Lyndsey Ollard - Catching Up,vocals,110.000,120.000,-28.496,0.675000
test,Lyndsey Ollard - Catching Up,drums,110.000,120.000,-30.696,0.885000
test,Lyndsey Ollard - Catching Up,bass,110.000,120.000,-36.414,0.865000
test,Lyndsey Ollard - Catching Up,other,110.000,120.000,-31.074,1.000000
test,Lyndsey Ollard - Catching Up,mixture,120.000,130.000,-22.630,1.000000
test,Lyndsey Ollard - Catching Up,vocals,120.000,130.000,-25.934,0.695000
test,Lyndsey Ollard - Catching Up,drums,120.000,130.000,-28.893,1.000000
test,Lyndsey Ollard - Catching Up,bass,120.000,130.000,-34.211,0.890000
test,Lyndsey Ollard - Catching Up,other,120.000,130.000,-29.024,1.000000
test,Lyndsey Ollard - Catching Up,mixture,130.000,140.000,-20.470,1.000000
test,Lyndsey Ollard - Catching Up,vocals,130.000,140.000,-24.346,0.860000
test,Lyndsey Ollard - Catching Up,drums,130.000,140.000,-25.995,1.000000
test,Lyndsey Ollard - Catching Up,bass,130.000,140.000,-28.613,0.935000
test,Lyndsey Ollard - Catching Up,other,130.000,140.000,-28.335,1.000000
test,Lyndsey Ollard - Catching Up,mixture,140.000,150.000,-18.782,1.000000
test,Lyndsey Ollard - Catching Up,vocals,140.000,150.000,-21.349,0.905000
test,Lyndsey Ollard - Catching Up,drums,140.000,150.000,-27.029,0.870000
test,Lyndsey Ollard - Catching Up,bass,140.000,150.000,-29.568,0.880000
test,Lyndsey Ollard - Catching Up,other,140.000,150.000,-25.431,1.000000
test,Lyndsey Ollard - Catching Up,mixture,150.000,160.000,-18.376,1.000000
test,Lyndsey Ollard - Catching Up,vocals,150.000,160.000,-20.593,0.800000
test,Lyndsey Ollard - Catching Up,drums,150.000,160.000,-26.815,0.850000
test,Lyndsey Ollard - Catching Up,bass,150.000,160.000,-28.137,0.935000
test,Lyndsey Ollard - Catching Up,other,150.000,160.000,-26.582,1.000000
test,Lyndsey Ollard - Catching Up,mixture,160.000,170.000,-18.869,1.000000
test,Lyndsey Ollard - Catching Up,vocals,160.000,170.000,-22.495,0.760000
test,Lyndsey Ollard - Catching Up,drums,160.000,170.000,-26.173,0.940000
test,Lyndsey Ollard - Catching Up,bass,160.000,170.000,-26.197,0.950000
test,Lyndsey Ollard - Catching Up,other,160.000,170.000,-26.064,1.000000
test,Lyndsey Ollard - Catching Up,mixture,170.000,180.000,-18.926,1.000000
test,Lyndsey Ollard - Catching Up,vocals,170.000,180.000,-22.597,0.765000
test,Lyndsey Ollard - Catching Up,drums,170.000,180.000,-26.375,1.000000
test,Lyndsey Ollard - Catching Up,bass,170.000,180.000,-25.876,0.950000
test,Lyndsey Ollard - Catching Up,other,170.000,180.000,-26.138,1.000000
test,Lyndsey Ollard - Catching Up,mixture,180.000,190.000,-20.478,1.000000
test,Lyndsey Ollard - Catching Up,vocals,180.000,190.000,-24.230,0.890000
test,Lyndsey Ollard - Catching Up,drums,180.000,190.000,-27.992,0.905000
test,Lyndsey Ollard - Catching Up,bass,180.000,190.000,-27.799,0.975000
test,Lyndsey Ollard - Catching Up,other,180.000,190.000,-27.066,1.000000
test,Lyndsey Ollard - Catching Up,mixture,190.000,200.000,-29.425,1.000000
test,Lyndsey Ollard - Catching Up,vocals,190.000,200.000,-30.446,0.735000
test,Lyndsey Ollard - Catching Up,drums,190.000,200.000,-66.464,0.000000
test,Lyndsey Ollard - Catching Up,bass,190.000,200.000,-40.602,0.770000
test,Lyndsey Ollard - Catching Up,other,190.000,200.000,-38.044,1.000000
test,Lyndsey Ollard - Catching Up,mixture,200.000,210.000,-28.176,1.000000
test,Lyndsey Ollard - Catching Up,vocals,200.000,210.000,-29.063,0.700000
test,Lyndsey Ollard - Catching Up,drums,200.000,210.000,-240.000,0.000000
test,Lyndsey Ollard - Catching Up,bass,200.000,210.000,-42.010,0.750000
test,Lyndsey Ollard - Catching Up,other,200.000,210.000,-36.622,1.000000
test,Lyndsey Ollard - Catching Up,mixture,210.000,220.000,-32.882,0.835000
test,Lyndsey Ollard - Catching Up,vocals,210.000,220.000,-35.641,0.450000
test,Lyndsey Ollard - Catching Up,drums,210.000,220.000,-240.000,0.000000
test,Lyndsey Ollard - Catching Up,bass,210.000,220.000,-39.625,0.700000
test,Lyndsey Ollard - Catching Up,other,210.000,220.000,-39.034,0.720000
test,Lyndsey Ollard - Catching Up,mixture,220.000,227.429,-66.758,0.000000
test,Lyndsey Ollard - Catching Up,vocals,220.000,227.429,-240.000,0.000000
test,Lyndsey Ollard - Catching Up,drums,220.000,227.429,-240.000,0.000000
test,Lyndsey Ollard - Catching Up,bass,220.000,227.429,-68.376,0.000000
test,Lyndsey Ollard - Catching Up,other,220.000,227.429,-72.042,0.000000
test,Juliet's Rescue - Heartbeats,mixture,0.000,10.000,-20.216,0.830000
test,Juliet's Rescue - Heartbeats,vocals,0.000,10.000,-240.000,0.000000
test,Juliet's Rescue - Heartbeats,drums,0.000,10.000,-20.779,0.775000
test,Juliet's Rescue - Heartbeats,bass,0.000,10.000,-33.754,0.710000
test,Juliet's Rescue - Heartbeats,other,0.000,10.000,-31.339,0.805000
test,Juliet's Rescue - Heartbeats,mixture,10.000,20.000,-18.373,1.000000
test,Juliet's Rescue - Heartbeats,vocals,10.000,20.000,-27.418,0.395000
test,Juliet's Rescue - Heartbeats,drums,10.000,20.000,-20.110,0.930000
test,Juliet's Rescue - Heartbeats,bass,10.000,20.000,-32.898,0.835000
test,Juliet's Rescue - Heartbeats,other,10.000,20.000,-26.351,0.990000
test,Juliet's Rescue - Heartbeats,mixture,20.000,30.000,-17.732,1.000000
test,Juliet's Rescue - Heartbeats,vocals,20.000,30.000,-25.115,0.850000
test,Juliet's Rescue - Heartbeats,drums,20.000,30.000,-19.891,0.925000
test,Juliet's Rescue - Heartbeats,bass,20.000,30.000,-33.199,0.865000
test,Juliet's Rescue - Heartbeats,other,20.000,30.000,-25.007,1.000000
test,Juliet's Rescue - Heartbeats,mixture,30.000,40.000,-17.599,1.000000
test,Juliet's Rescue - Heartbeats,vocals,30.000,40.000,-25.413,0.980000
test,Juliet's Rescue - Heartbeats,drums,30.000,40.000,-20.065,0.910000
test,Juliet's Rescue - Heartbeats,bass,30.000,40.000,-33.328,0.855000
test,Juliet's Rescue - Heartbeats,other,30.000,40.000,-23.982,1.000000
test,Juliet's Rescue - Heartbeats,mixture,40.000,50.000,-17.459,1.000000
test,Juliet's Rescue - Heartbeats,vocals,40.000,50.000,-25.364,0.675000
test,Juliet's Rescue - Heartbeats,drums,40.000,50.000,-19.866,0.920000
test,Juliet's Rescue - Heartbeats,bass,40.000,50.000,-32.724,0.810000
test,Juliet's Rescue - Heartbeats,other,40.000,50.000,-23.742,1.000000
test,Juliet's Rescue - Heartbeats,mixture,50.000,60.000,-17.541,1.000000
test,Juliet's Rescue - Heartbeats,vocals,50.000,60.000,-24.675,0.890000
test,Juliet's Rescue - Heartbeats,drums,50.000,60.000,-20.416,0.865000
test,Juliet's Rescue - Heartbeats,bass,50.000,60.000,-33.713,0.680000
test,Juliet's Rescue - Heartbeats,other,50.000,60.000,-23.365,1.000000
test,Juliet's Rescue - Heartbeats,mixture,60.000,70.000,-17.920,1.000000
test,Juliet's Rescue - Heartbeats,vocals,60.000,70.000,-24.232,0.785000
test,Juliet's Rescue - Heartbeats,drums,60.000,70.000,-23.193,0.780000
test,Juliet's Rescue - Heartbeats,bass,60.000,70.000,-25.506,0.790000
test,Juliet's Rescue - Heartbeats,other,60.000,70.000,-23.238,1.000000
test,Juliet's Rescue - Heartbeats,mixture,70.000,80.000,-17.763,1.000000
test,Juliet's Rescue - Heartbeats,vocals,70.000,80.000,-23.349,0.990000
test,Juliet's Rescue - Heartbeats,drums,70.000,80.000,-22.150,1.000000
test,Juliet's Rescue - Heartbeats,bass,70.000,80.000,-27.499,1.000000
test,Juliet's Rescue - Heartbeats,other,70.000,80.000,-23.848,1.000000
test,Juliet's Rescue - Heartbeats,mixture,80.000,90.000,-17.765,1.000000
test,Juliet's Rescue - Heartbeats,vocals,80.000,90.000,-28.760,0.460000
test,Juliet's Rescue - Heartbeats,drums,80.000,90.000,-19.888,0.915000
test,Juliet's Rescue - Heartbeats,bass,80.000,90.000,-33.356,0.880000
test,Juliet's Rescue - Heartbeats,other,80.000,90.000,-23.240,1.000000
test,Juliet's Rescue - Heartbeats,mixture,90.000,100.000,-18.025,1.000000
test,Juliet's Rescue - Heartbeats,vocals,90.000,100.000,-26.887,0.650000
test,Juliet's Rescue - Heartbeats,drums,90.000,100.000,-20.061,0.915000
test,Juliet's Rescue - Heartbeats,bass,90.000,100.000,-33.509,0.795000
test,Juliet's Rescue - Heartbeats,other,90.000,100.000,-24.667,1.000000
test,Juliet's Rescue - Heartbeats,mixture,100.000,110.000,-17.712,1.000000
test,Juliet's Rescue - Heartbeats,vocals,100.000,110.000,-26.135,0.750000
test,Juliet's Rescue - Heartbeats,drums,100.000,110.000,-19.863,0.930000
test,Juliet's Rescue - Heartbeats,bass,100.000,110.000,-33.262,0.845000
test,Juliet's Rescue - Heartbeats,other,100.000,110.000,-24.476,1.000000
test,Juliet's Rescue - Heartbeats,mixture,110.000,120.000,-17.044,1.000000
test,Juliet's Rescue - Heartbeats,vocals,110.000,120.000,-25.063,0.980000
test,Juliet's Rescue - Heartbeats,drums,110.000,120.000,-20.041,1.000000
test,Juliet's Rescue - Heartbeats,bass,110.000,120.000,-30.734,0.990000
test,Juliet's Rescue - Heartbeats,other,110.000,120.000,-22.183,1.000000
test,Juliet's Rescue - Heartbeats,mixture,120.000,130.000,-16.849,1.000000
test,Juliet's Rescue - Heartbeats,vocals,120.000,130.000,-24.957,0.965000
test,Juliet's Rescue - Heartbeats,drums,120.000,130.000,-19.833,1.000000
test,Juliet's Rescue - Heartbeats,bass,120.000,130.000,-30.460,0.980000
test,Juliet's Rescue - Heartbeats,other,120.000,130.000,-22.283,1.000000
test,Juliet's Rescue - Heartbeats,mixture,130.000,140.000,-16.854,1.000000
test,Juliet's Rescue - Heartbeats,vocals,130.000,140.000,-24.408,0.920000
test,Juliet's Rescue - Heartbeats,drums,130.000,140.000,-20.218,1.000000
test,Juliet's Rescue - Heartbeats,bass,130.000,140.000,-29.957,0.930000
test,Juliet's Rescue - Heartbeats,other,130.000,140.000,-21.837,0.970000
test,Juliet's Rescue - Heartbeats,mixture,140.000,150.000,-17.336,1.000000
test,Juliet's Rescue - Heartbeats,vocals,140.000,150.000,-24.381,0.830000
test,Juliet's Rescue - Heartbeats,drums,140.000,150.000,-23.009,1.000000
test,Juliet's Rescue - Heartbeats,bass,140.000,150.000,-30.464,0.910000
test,Juliet's Rescue - Heartbeats,other,140.000,150.000,-20.383,1.000000
test,Juliet's Rescue - Heartbeats,mixture,150.000,160.000,-16.959,1.000000
test,Juliet's Rescue - Heartbeats,vocals,150.000,160.000,-23.981,0.950000
test,Juliet's Rescue - Heartbeats,drums,150.000,160.000,-21.859,1.000000
test,Juliet's Rescue - Heartbeats,bass,150.000,160.000,-28.976,1.000000
test,Juliet's Rescue - Heartbeats,other,150.000,160.000,-20.725,1.000000
test,Juliet's Rescue - Heartbeats,mixture,160.000,170.000,-19.400,1.000000
test,Juliet's Rescue - Heartbeats,vocals,160.000,170.000,-27.813,0.425000
test,Juliet's Rescue - Heartbeats,drums,160.000,170.000,-23.908,0.910000
test,Juliet's Rescue - Heartbeats,bass,160.000,170.000,-30.049,0.560000
test,Juliet's Rescue - Heartbeats,other,160.000,170.000,-23.122,1.000000
test,Juliet's Rescue - Heartbeats,mixture,170.000,180.000,-19.412,1.000000
test,Juliet's Rescue - Heartbeats,vocals,170.000,180.000,-29.728,0.390000
test,Juliet's Rescue - Heartbeats,drums,170.000,180.000,-20.734,0.855000
test,Juliet's Rescue - Heartbeats,bass,170.000,180.000,-28.132,0.790000
test,Juliet's Rescue - Heartbeats,other,170.000,180.000,-34.242,1.000000
test,Juliet's Rescue - Heartbeats,mixture,180.000,190.000,-16.696,1.000000
test,Juliet's Rescue - Heartbeats,vocals,180.000,190.000,-22.755,1.000000
test,Juliet's Rescue - Heartbeats,drums,180.000,190.000,-21.185,0.955000
test,Juliet's Rescue - Heartbeats,bass,180.000,190.000,-23.045,1.000000
test,Juliet's Rescue - Heartbeats,other,180.000,190.000,-24.800,1.000000
test,Juliet's Rescue - Heartbeats,mixture,190.000,200.000,-17.202,1.000000
test,Juliet's Rescue - Heartbeats,vocals,190.000,200.000,-22.314,0.990000
test,Juliet's Rescue - Heartbeats,drums,190.000,200.000,-22.441,1.000000
test,Juliet's Rescue - Heartbeats,bass,190.000,200.000,-25.284,1.000000
test,Juliet's Rescue - Heartbeats,other,190.000,200.000,-23.160,1.000000
test,Juliet's Rescue - Heartbeats,mixture,200.000,210.000,-17.183,1.000000
test,Juliet's Rescue - Heartbeats,vocals,200.000,210.000,-30.855,0.105000
test,Juliet's Rescue - Heartbeats,drums,200.000,210.000,-21.569,1.000000
test,Juliet's Rescue - Heartbeats,bass,200.000,210.000,-25.364,1.000000
test,Juliet's Rescue - Heartbeats,other,200.000,210.000,-20.880,1.000000
test,Juliet's Rescue - Heartbeats,mixture,210.000,220.000,-17.767,1.000000
test,Juliet's Rescue - Heartbeats,vocals,210.000,220.000,-240.000,0.000000
test,Juliet's Rescue - Heartbeats,drums,210.000,220.000,-22.311,1.000000
test,Juliet's Rescue - Heartbeats,bass,210.000,220.000,-25.307,1.000000
test,Juliet's Rescue - Heartbeats,other,210.000,220.000,-20.867,1.000000
test,Juliet's Rescue - Heartbeats,mixture,220.000,230.000,-17.828,1.000000
test,Juliet's Rescue - Heartbeats,vocals,220.000,230.000,-240.000,0.000000
test,Juliet's Rescue - Heartbeats,drums,220.000,230.000,-22.031,0.945000
test,Juliet's Rescue - Heartbeats,bass,220.000,230.000,-25.404,0.970000
test,Juliet's Rescue - Heartbeats,other,220.000,230.000,-21.355,1.000000
test,Juliet's Rescue - Heartbeats,mixture,230.000,240.000,-18.099,1.000000
test,Juliet's Rescue - Heartbeats,vocals,230.000,240.000,-240.000,0.000000
test,Juliet's Rescue - Heartbeats,drums,230.000,240.000,-19.974,0.820000
test,Juliet's Rescue - Heartbeats,bass,230.000,240.000,-33.906,0.870000
test,Juliet's Rescue - Heartbeats,other,230.000,240.000,-22.962,1.000000
test,Juliet's Rescue - Heartbeats,mixture,240.000,250.000,-21.518,1.000000
test,Juliet's Rescue - Heartbeats,vocals,240.000,250.000,-27.843,0.510000
test,Juliet's Rescue - Heartbeats,drums,240.000,250.000,-23.956,0.390000
test,Juliet's Rescue - Heartbeats,bass,240.000,250.000,-36.666,0.255000
test,Juliet's Rescue - Heartbeats,other,240.000,250.000,-29.432,1.000000
test,Juliet's Rescue - Heartbeats,mixture,250.000,260.000,-25.593,0.780000
test,Juliet's Rescue - Heartbeats,vocals,250.000,260.000,-26.188,0.405000
test,Juliet's Rescue - Heartbeats,drums,250.000,260.000,-240.000,0.000000
test,Juliet's Rescue - Heartbeats,bass,250.000,260.000,-240.000,0.000000
test,Juliet's Rescue - Heartbeats,other,250.000,260.000,-34.469,0.740000
test,Juliet's Rescue - Heartbeats,mixture,260.000,267.652,-109.742,0.000000
test,Juliet's Rescue - Heartbeats,vocals,260.000,267.652,-240.000,0.000000
test,Juliet's Rescue - Heartbeats,drums,260.000,267.652,-240.000,0.000000
test,Juliet's Rescue - Heartbeats,bass,260.000,267.652,-240.000,0.000000
test,Juliet's Rescue - Heartbeats,other,260.000,267.652,-109.742,0.000000
test,Detsky Sad - Walkie Talkie,mixture,0.000,10.000,-21.891,0.980000
test,Detsky Sad - Walkie Talkie,vocals,0.000,10.000,-240.000,0.000000
test,Detsky Sad - Walkie Talkie,drums,0.000,10.000,-22.210,0.955000
test,Detsky Sad - Walkie Talkie,bass,0.000,10.000,-33.507,0.410000
test,Detsky Sad - Walkie Talkie,other,0.000,10.000,-240.000,0.000000
test,Detsky Sad - Walkie Talkie,mixture,10.000,20.000,-19.999,0.980000
test,Detsky Sad - Walkie Talkie,vocals,10.000,20.000,-240.000,0.000000
test,Detsky Sad - Walkie Talkie,drums,10.000,20.000,-20.964,0.885000
test,Detsky Sad - Walkie Talkie,bass,10.000,20.000,-29.750,0.955000
test,Detsky Sad - Walkie Talkie,other,10.000,20.000,-30.557,0.270000
